,word,frequency,length
の,の,1753,1
に,に,1162,1
は,は,1157,1
た,た,918,1
を,を,851,1
が,が,681,1
て,て,637,1
と,と,587,1
で,で,585,1
し,し,548,1
こと,こと,214,2
・,・,213,1
いる,いる,212,2
ある,ある,202,2
年,年,201,1
さ,さ,201,1
れ,れ,198,1
な,な,196,1
する,する,193,2
い,い,161,1
も,も,155,1
彼,彼,144,1
的,的,117,1
ない,ない,110,2
から,から,107,2
その,その,100,2
この,この,95,2
か,か,85,1
人,人,83,1
者,者,79,1
や,や,77,1
だ,だ,74,1
それ,それ,72,2
ます,ます,68,2
ため,ため,67,2
まし,まし,66,2
月,月,66,1
よう,よう,64,2
より,より,62,2
ら,ら,59,1
なっ,なっ,57,2
あり,あり,55,2
これ,これ,54,2
私,私,53,1
れる,れる,53,2
あっ,あっ,51,2
彼女,彼女,51,2
まで,まで,50,2
日,日,49,1
なる,なる,49,2
後,後,47,1
つ,つ,44,1
しかし,しかし,42,3
また,また,40,2
なかっ,なかっ,39,3
られ,られ,39,2
多く,多く,37,2
もの,もの,37,2
いう,いう,36,2
へ,へ,36,1
性,性,35,1
たち,たち,35,2
前,前,34,1
間,間,33,1
中,中,33,1
つい,つい,32,2
できる,できる,31,3
海,海,29,1
必要,必要,28,2
可能,可能,28,2
なく,なく,27,2
地域,地域,27,2
でき,でき,27,2
よる,よる,26,2
家,家,26,1
ず,ず,25,1
ば,ば,24,1
一,一,24,1
だろう,だろう,24,3
映画,映画,24,2
世界,世界,24,2
など,など,24,2
州,州,24,1
時,時,23,1
さらに,さらに,23,3
人々,人々,23,2
述べ,述べ,22,2
歴史,歴史,22,2
都市,都市,22,2
政府,政府,22,2
だっ,だっ,21,2
化,化,21,1
地,地,21,1
言っ,言っ,21,2
新しい,新しい,21,3
大,大,20,1
です,です,20,2
支配,支配,20,2
何,何,20,1
考え,考え,20,2
英国,英国,20,2
代,代,19,1
せ,せ,19,1
他,他,19,1
戦争,戦争,19,2
％,％,19,1
おり,おり,19,2
最も,最も,19,2
対する,対する,19,3
第,第,19,1
達,達,18,1
約,約,18,1
投資,投資,18,2
万,万,18,1
対し,対し,18,2
受け,受け,18,2
国,国,18,1
米国,米国,18,2
影響,影響,18,2
なり,なり,18,2
よっ,よっ,18,2
世紀,世紀,17,2
発生,発生,17,2
使用,使用,17,2
中国,中国,17,2
大統領,大統領,17,3
以上,以上,17,2
おい,おい,17,2
投票,投票,17,2
数,数,17,1
不,不,17,1
なら,なら,16,2
だけ,だけ,16,2
今,今,16,1
党,党,16,1
世,世,16,1
せる,せる,16,2
大きな,大きな,16,3
語,語,15,1
研究,研究,15,2
高い,高い,15,2
関係,関係,15,2
時代,時代,15,2
成長,成長,15,2
問題,問題,15,2
および,および,15,3
企業,企業,15,2
ほとんど,ほとんど,15,4
アメリカ,アメリカ,15,4
次,次,15,1
川,川,15,1
氏,氏,15,1
上,上,15,1
フランス,フランス,15,4
知ら,知ら,15,2
場合,場合,14,2
ローマ,ローマ,14,3
調査,調査,14,2
ヨーロッパ,ヨーロッパ,14,5
選挙,選挙,14,2
見,見,14,1
非常,非常,14,2
一部,一部,14,2
最初,最初,14,2
国家,国家,14,2
自分,自分,14,2
そして,そして,13,3
そこ,そこ,13,2
警察,警察,13,2
紀元,紀元,13,2
スペイン,スペイン,13,4
時間,時間,13,2
一方,一方,13,2
現在,現在,13,2
共和,共和,13,2
経済,経済,13,2
る,る,12,1
度,度,12,1
語っ,語っ,12,2
すべて,すべて,12,3
おけ,おけ,12,2
所,所,12,1
労働,労働,12,2
保護,保護,12,2
軍,軍,12,1
システム,システム,12,4
年間,年間,12,2
計画,計画,12,2
目的,目的,12,2
行動,行動,12,2
オーストラリア,オーストラリア,12,7
始め,始め,12,2
ポンド,ポンド,12,3
ところ,ところ,11,3
設立,設立,11,2
トランプ,トランプ,11,4
際,際,11,1
完全,完全,11,2
ギリシャ,ギリシャ,11,4
学校,学校,11,2
歳,歳,11,1
地区,地区,11,2
名前,名前,11,2
ロシア,ロシア,11,3
増加,増加,11,2
本,本,11,1
べき,べき,11,2
結果,結果,11,2
ん,ん,11,1
戻っ,戻っ,11,2
力,力,11,1
様々,様々,11,2
会,会,11,1
自身,自身,11,2
最高,最高,11,2
持っ,持っ,11,2
地中,地中,10,2
含ま,含ま,10,2
政治,政治,10,2
誰,誰,10,1
でし,でし,10,2
利用,利用,10,2
市,市,10,1
ほど,ほど,10,2
系,系,10,1
最終,最終,10,2
建設,建設,10,2
事件,事件,10,2
ませ,ませ,10,2
気候,気候,10,2
期間,期間,10,2
どう,どう,10,2
重要,重要,10,2
き,き,10,1
南,南,10,1
同じ,同じ,10,2
法律,法律,10,2
院,院,10,1
ドル,ドル,10,2
女性,女性,10,2
最近,最近,9,2
レベル,レベル,9,3
技術,技術,9,2
植民,植民,9,2
ながら,ながら,9,3
最後,最後,9,2
億,億,9,1
全て,全て,9,2
部,部,9,1
多数,多数,9,2
男性,男性,9,2
同,同,9,1
頃,頃,9,1
体,体,9,1
独立,独立,9,2
得,得,9,1
方法,方法,9,2
成功,成功,9,2
場,場,9,1
初めて,初めて,9,3
自由,自由,9,2
帝国,帝国,9,2
特に,特に,9,2
宣言,宣言,9,2
作品,作品,9,2
しか,しか,9,2
提供,提供,9,2
監督,監督,9,2
なけれ,なけれ,9,3
点,点,9,1
平均,平均,9,2
島,島,9,1
ユーロ,ユーロ,9,3
とっ,とっ,9,2
下,下,9,1
ドイツ,ドイツ,9,3
しれ,しれ,9,2
報告,報告,9,2
イタリア,イタリア,8,4
移行,移行,8,2
契約,契約,8,2
分,分,8,1
情報,情報,8,2
移動,移動,8,2
発表,発表,8,2
小さな,小さな,8,3
かけ,かけ,8,2
開発,開発,8,2
明らか,明らか,8,3
関する,関する,8,3
理由,理由,8,2
二,二,8,1
教,教,8,1
理解,理解,8,2
データ,データ,8,3
インド,インド,8,3
教会,教会,8,2
決定,決定,8,2
貿易,貿易,8,2
与え,与え,8,2
持つ,持つ,8,2
線,線,8,1
機,機,8,1
実際,実際,8,2
られる,られる,8,3
民族,民族,8,2
開始,開始,8,2
新た,新た,8,2
地方,地方,8,2
水,水,8,1
大陸,大陸,8,2
人間,人間,8,2
教育,教育,8,2
勝利,勝利,8,2
意味,意味,8,2
人口,人口,8,2
のみ,のみ,7,2
市場,市場,7,2
航空,航空,7,2
イギリス,イギリス,7,4
北京,北京,7,2
音楽,音楽,7,2
とも,とも,7,2
条約,条約,7,2
状態,状態,7,2
エリア,エリア,7,3
境界,境界,7,2
見る,見る,7,2
たい,たい,7,2
社会,社会,7,2
地球,地球,7,2
適切,適切,7,2
アフリカ,アフリカ,7,4
現代,現代,7,2
香港,香港,7,2
自然,自然,7,2
子供,子供,7,2
