"character","frequency","frequencyRel"
"の",2016,0.0463171437761338
"に",1222,0.0280751734595414
"は",1172,0.0269264347746175
"た",1145,0.0263061158847585
"る",1020,0.0234342691724486
"し",947,0.0217571106924597
"と",874,0.0200799522124707
"を",851,0.0195515324174057
"い",813,0.0186784910168635
"ー",796,0.0182879198639893
"で",730,0.0167715847998897
"が",711,0.0163350640996186
"て",703,0.0161512659100308
"ン",681,0.0156458208886642
"な",627,0.0144051831089464
"れ",536,0.0123144787023848
"ス",472,0.0108440931856821
"こ",425,0.00976427882185361
"っ",407,0.00935073289528098
"か",397,0.00912098515829619
"す",385,0.00884528787391444
"ル",377,0.00866148968432661
"ら",373,0.00856959058953269
"あ",342,0.00785737260487984
"ト",342,0.00785737260487984
"ア",337,0.00774249873638745
"リ",330,0.00758167532049809
"ま",320,0.0073519275835133
"り",289,0.00663970959886045
"ラ",287,0.00659376005146349
"さ",281,0.00645591140927262
"イ",269,0.00618021412489087
"も",251,0.00576666819831825
"年",240,0.00551394568763498
"ド",222,0.00510039976106235
"そ",218,0.00500850066626844
"う",218,0.00500850066626844
"ッ",218,0.00500850066626844
"よ",209,0.00480172770298213
"彼",195,0.00448008087120342
"人",188,0.00431925745531407
"く",184,0.00422735836052015
"き",172,0.0039516610761384
"ロ",170,0.00390571152874144
"ク",167,0.003836787207646
"国",166,0.00381381243394753
"め",154,0.00353811514956578
"マ",151,0.00346919082847034
"け",149,0.00342324128107338
"カ",149,0.00342324128107338
"フ",149,0.00342324128107338
"シ",149,0.00342324128107338
"だ",144,0.00330836741258099
"ィ",144,0.00330836741258099
"的",142,0.00326241786518403
"タ",141,0.00323944309148555
"レ",137,0.00314754399669163
"地",136,0.00312456922299315
"つ",129,0.0029637458071038
"大",128,0.00294077103340532
"デ",123,0.00282589716491293
"テ",122,0.00280292239121445
"ジ",121,0.00277994761751597
"プ",117,0.00268804852272205
"オ",115,0.00264209897532509
"コ",110,0.0025272251068327
"え",101,0.00232045214354639
"者",98,0.00225152782245095
"ニ",98,0.00225152782245095
"間",97,0.00222855304875247
"や",96,0.00220557827505399
"バ",96,0.00220557827505399
"最",93,0.00213665395395855
"メ",91,0.0020907044065616
"ム",89,0.00204475485916464
"一",88,0.00202178008546616
"中",84,0.00192988099067224
"わ",83,0.00190690621697376
"月",82,0.00188393144327528
"ど",82,0.00188393144327528
"お",81,0.0018609566695768
"上",81,0.0018609566695768
"ナ",81,0.0018609566695768
"サ",81,0.0018609566695768
"ブ",80,0.00183798189587833
"ャ",79,0.00181500712217985
"ウ",79,0.00181500712217985
"ん",78,0.00179203234848137
"後",76,0.00174608280108441
"エ",76,0.00174608280108441
"パ",74,0.00170013325368745
"行",74,0.00170013325368745
"e",74,0.00170013325368745
"女",73,0.00167715847998897
"日",72,0.00165418370629049
"ち",72,0.00165418370629049
"生",72,0.00165418370629049
"時",70,0.00160823415889353
"グ",70,0.00160823415889353
"世",68,0.00156228461149658
"代",68,0.00156228461149658
"キ",68,0.00156228461149658
"発",67,0.0015393098377981
"出",67,0.0015393098377981
"ュ",67,0.0015393098377981
"a",67,0.0015393098377981
"会",65,0.00149336029040114
"多",64,0.00147038551670266
"言",63,0.00144741074300418
"自",63,0.00144741074300418
"せ",62,0.0014244359693057
"前",61,0.00140146119560722
"学",61,0.00140146119560722
"性",60,0.00137848642190874
"チ",60,0.00137848642190874
"部",58,0.00133253687451179
"ポ",58,0.00133253687451179
"ば",57,0.00130956210081331
"対",57,0.00130956210081331
"用",57,0.00130956210081331
"ビ",57,0.00130956210081331
"私",56,0.00128658732711483
"家",56,0.00128658732711483
"戦",56,0.00128658732711483
"ェ",56,0.00128658732711483
"ろ",55,0.00126361255341635
"分",55,0.00126361255341635
"セ",55,0.00126361255341635
"要",54,0.00124063777971787
