 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
тепӗр,24,тепӗр,0.30750000000000005,0.29999999999999993,0.036623822135682216,5
хут,13,хут,0.22538461538461532,0.20000000000000018,NA,3
вара,67,вара,0.26492537313432835,0.25,0.06177606514854641,4
пилӗк,5,пилӗк,0.2840000000000001,0.2799999999999999,NA,5
ҫул,35,ҫул,0.25400000000000006,0.25,0.05647487728809937,3
пулса,16,пулса,0.33499999999999996,0.3099999999999998,NA,5
курчӗҫ,2,курчӗҫ,0.54,0.54,NA,6
ҫавна,25,ҫавна,0.3844000000000001,0.3599999999999999,0.09174602625363855,5
май,77,май,0.2311688311688312,0.21000000000000008,0.057238513579352786,3
ун,37,ун,0.18567567567567567,0.18000000000000005,0.04246178285238388,2
тӗлӗшпе,17,тӗлӗшпе,0.5005882352941177,0.45999999999999996,NA,7
пуҫарнӑ,8,пуҫарнӑ,0.55125,0.5700000000000002,NA,7
пуҫиле,9,пуҫиле,0.5222222222222223,0.5,NA,6
ӗҫе,18,ӗҫе,0.26444444444444454,0.265,NA,3
пӑрахӑҫлама,2,пӑрахӑҫлама,0.675,0.675,NA,11
йышӑннӑ,32,йышӑннӑ,0.5653125,0.5499999999999998,0.06480662924075273,7
ҫулла,4,ҫулла,0.49,0.47500000000000003,NA,5
лартнӑ,9,лартнӑ,0.41888888888888887,0.4299999999999997,NA,6
кӑшманпа,1,кӑшманпа,0.7500000000000002,0.7500000000000002,NA,8
кавӑнпа,1,кавӑнпа,0.6600000000000001,0.6600000000000001,NA,7
хӗлле,5,хӗлле,0.3919999999999999,0.3699999999999999,NA,5
ӗне,4,ӗне,0.25249999999999995,0.245,NA,3
сурӑха,1,сурӑха,0.5,0.5,NA,6
тӑрантараҫҫӗ,1,тӑрантараҫҫӗ,0.8799999999999999,0.8799999999999999,NA,12
ачасемшӗн,3,ачасемшӗн,0.7733333333333333,0.77,NA,9
ҫитӗнекен,5,ҫитӗнекен,0.6299999999999999,0.6499999999999999,NA,9
ӑрушӑн,4,ӑрушӑн,0.4949999999999999,0.5449999999999999,NA,6
ырӑ,11,ырӑ,0.2754545454545455,0.27,NA,3
тӗслӗх,8,тӗслӗх,0.38625,0.37,NA,6
пулма,15,пулма,0.322,0.31999999999999984,NA,5
тӑрӑшатпӑр,3,тӑрӑшатпӑр,0.7666666666666667,0.7600000000000002,NA,10
ӑна,131,ӑна,0.2527480916030535,0.2400000000000002,0.07160848075165938,3
вӑрманҫӑсем,1,вӑрманҫӑсем,0.58,0.58,NA,11
те,233,те,0.1443776824034335,0.1299999999999999,0.05792886407380572,2
тасатмаҫҫӗ,1,тасатмаҫҫӗ,0.6999999999999997,0.6999999999999997,NA,10
ҫынсене,13,ҫынсене,0.5338461538461537,0.51,NA,7
ирӗк,6,ирӗк,0.2916666666666665,0.2749999999999999,NA,4
илмесӗр,1,илмесӗр,0.3500000000000001,0.3500000000000001,NA,7
пуҫтарма,2,пуҫтарма,0.42500000000000004,0.42500000000000004,NA,8
памаҫҫӗ,3,памаҫҫӗ,0.6433333333333332,0.6499999999999999,NA,7
чухне,43,чухне,0.3453488372093024,0.32999999999999996,0.06374610491216598,5
ҫак,62,ҫак,0.2693548387096774,0.25,0.058108743952558876,3
кам,9,кам,0.22999999999999998,0.22999999999999998,NA,3
тума,21,тума,0.3066666666666667,0.27,0.08320657025339609,4
пултарнине,3,пултарнине,0.55,0.53,NA,10
шыратчӗҫ,2,шыратчӗҫ,0.6950000000000001,0.6950000000000001,NA,8
унӑн,43,унӑн,0.34418604651162793,0.3200000000000003,0.10509026863877174,4
хаш,2,хаш,0.3750000000000002,0.3750000000000002,NA,3
вӑл,192,вӑл,0.23677083333333335,0.2200000000000002,0.0792173072166222,3
хурлӑхлӑ,2,хурлӑхлӑ,0.465,0.465,NA,8
хыпар,5,хыпар,0.378,0.34999999999999987,NA,5
ҫитрӗ,3,ҫитрӗ,0.36666666666666664,0.3400000000000001,NA,5
урамра,8,урамра,0.47375,0.48999999999999994,NA,6
пуҫтарӑниччен,1,пуҫтарӑниччен,0.9400000000000002,0.9400000000000002,NA,13
сӑра,2,сӑра,0.365,0.365,NA,4
ӗҫме,4,ӗҫме,0.31999999999999995,0.32499999999999996,NA,4
хӑнӑхиччен,1,хӑнӑхиччен,0.7600000000000002,0.7600000000000002,NA,10
хул,1,хул,0.3099999999999996,0.3099999999999996,NA,3
ҫурӑма,1,ҫурӑма,0.41000000000000014,0.41000000000000014,NA,6
пиҫӗхтерччӗр,1,пиҫӗхтерччӗр,0.9800000000000004,0.9800000000000004,NA,12
йӗр,4,йӗр,0.21250000000000002,0.22499999999999998,NA,3
ӗҫченӗсем,6,ӗҫченӗсем,0.6283333333333334,0.6,NA,9
ҫула,16,ҫула,0.349375,0.32999999999999996,NA,4
вӑхӑтра,34,вӑхӑтра,0.42970588235294116,0.4000000000000001,0.08302921333711219,7
пуҫламан,1,пуҫламан,0.56,0.56,NA,8
ҫӗнни,1,ҫӗнни,0.59,0.59,NA,5
хӗвеланӑҫ,1,хӗвеланӑҫ,0.6300000000000001,0.6300000000000001,NA,9
еннерех,1,еннерех,0.5299999999999998,0.5299999999999998,NA,7
тата,54,тата,0.27407407407407414,0.26,0.04448949498725319,4
